"terson_mo","title","pop","urban_pop","rural_pop","region_code","region_title"
"1563644600","Симонтовское сельское поселение","594","0","594","15","Брянская область"
"1564047600","Старобобовичское сельское поселение","1782","0","1782","15","Брянская область"
"1564448400","Сетоловское сельское поселение","1393","0","1393","15","Брянская область"
"1564048800","Халеевичское сельское поселение","919","0","919","15","Брянская область"
"1564600000","Рогнединский муниципальный район","6504","2933","3571","15","Брянская область"
"1564615100","Рогнединское городское поселение","3214","2933","281","15","Брянская область"
"156461510511000","Рогнедино (п)","2933","2933","0","15","Брянская область"
"1564640800","Вороновское сельское поселение","846","0","846","15","Брянская область"
"1563641200","Вельжичское сельское поселение","639","0","639","15","Брянская область"
"1563641600","Ветлевское сельское поселение","1249","0","1249","15","Брянская область"
"1563642800","Краснокосаровское сельское поселение","1013","0","1013","15","Брянская область"
"1563643400","Новоромановское сельское поселение","1440","0","1440","15","Брянская область"
"1563643600","Осколковское сельское поселение","615","0","615","15","Брянская область"
"1565842800","Красновичское сельское поселение","1410","0","1410","15","Брянская область"
"1563644800","Соколовское сельское поселение","580","0","580","15","Брянская область"
"1563645200","Новочешуйковское сельское поселение","698","0","698","15","Брянская область"
"1563646400","Высокское сельское поселение","730","0","730","15","Брянская область"
"1563646800","Шумаровское сельское поселение","663","0","663","15","Брянская область"
"1563647200","Молодьковское сельское поселение","562","0","562","15","Брянская область"
"1563800000","Навлинский муниципальный район","26415","16005","10410","15","Брянская область"
"1565800000","Унечский муниципальный район","35137","23550","11587","15","Брянская область"
"156381510511000","Навля (п)","14403","14403","0","15","Брянская область"
"156581010011000","Унеча","23550","23550","0","15","Брянская область"
"156381620511000","Алтухово (п)","1602","1602","0","15","Брянская область"
"1565841600","Высокское сельское поселение","1650","0","1650","15","Брянская область"
"1563841600","Бяковское сельское поселение","792","0","792","15","Брянская область"
"1564800000","Севский муниципальный район","14775","6663","8112","15","Брянская область"
"1563843200","Клюковенское сельское поселение","832","0","832","15","Брянская область"
"1565844800","Павловское сельское поселение","1578","0","1578","15","Брянская область"
"1563844800","Пролысовское сельское поселение","471","0","471","15","Брянская область"
"1565846800","Старосельское сельское поселение","934","0","934","15","Брянская область"
"1564441200","Валуецкое сельское поселение","787","0","787","15","Брянская область"
"1563845200","Ревенское сельское поселение","787","0","787","15","Брянская область"
"1564442800","Гущинское сельское поселение","1305","0","1305","15","Брянская область"
"1564443600","Дмитровское сельское поселение","550","0","550","15","Брянская область"
"1564444000","Доманичское сельское поселение","1542","0","1542","15","Брянская область"
"1564643200","Тюнинское сельское поселение","419","0","419","15","Брянская область"
"1564643600","Федоровское сельское поселение","1125","0","1125","15","Брянская область"
"1564644400","Шаровичское сельское поселение","301","0","301","15","Брянская область"
"1564410100","Почепское городское поселение","16687","16687","0","15","Брянская область"
"1564243200","Гриневское сельское поселение","830","0","830","15","Брянская область"
"1564448200","Семецкое сельское поселение","1317","0","1317","15","Брянская область"
"156441600511000","Рамасуха (п)","396","396","0","15","Брянская область"
"1564449000","Титовское сельское поселение","758","0","758","15","Брянская область"
"1564244400","Посудичское сельское поселение","1183","0","1183","15","Брянская область"
"1564244800","Прирубкинское сельское поселение","547","0","547","15","Брянская область"
"1562400000","Карачевский муниципальный район","32909","17716","15193","15","Брянская область"
"1564245400","Стеченское сельское поселение","1698","0","1698","15","Брянская область"
"1564642400","Селиловичское сельское поселение","599","0","599","15","Брянская область"
"1564246400","Чаусовское сельское поселение","644","0","644","15","Брянская область"
"1564247200","Юдиновское сельское поселение","1345","0","1345","15","Брянская область"
"1564400000","Почепский муниципальный район","38742","17083","21659","15","Брянская область"
"1564245600","Суворовское сельское поселение","1491","0","1491","15","Брянская область"
"156441010011000","Почеп","16687","16687","0","15","Брянская область"
"1564416000","Рамасухское городское поселение","396","396","0","15","Брянская область"
"1563840400","Алешенское сельское поселение","800","0","800","15","Брянская область"
"1564244000","Кистерское сельское поселение","1194","0","1194","15","Брянская область"
"1564440800","Бельковское сельское поселение","633","0","633","15","Брянская область"
"1563844600","Чичковское сельское поселение","1323","0","1323","15","Брянская область"
"1564441600","Витовское сельское поселение","1175","0","1175","15","Брянская область"
"1563815100","Навлинское городское поселение","15576","14403","1173","15","Брянская область"
"156241010011000","Карачев","17716","17716","0","15","Брянская область"
"1563816200","Алтуховское городское поселение","1681","1602","79","15","Брянская область"
"1564245200","Гетуновское сельское поселение","1554","0","1554","15","Брянская область"
"1564440400","Бакланское сельское поселение","1853","0","1853","15","Брянская область"
"1563842000","Вздруженское сельское поселение","299","0","299","15","Брянская область"
"1564810100","Севское городское поселение","7515","6663","852","15","Брянская область"
"161610100","Городское поселение Камень-на-Оби","41509","40795","714","16",NA
"16161010011000","Камень-на-Оби","40795","40795","0","16",NA
"1764243200","Дмитриевогорское сельское поселение","2063","0","2063","17","Владимирская область"
"1764210100","Городское поселение город Меленки","13789","13789","0","17","Владимирская область"
"1764044400","Флорищинское сельское поселение","831","0","831","17","Владимирская область"
"1764040400","Бавленское сельское поселение","3471","0","3471","17","Владимирская область"
"1764242400","Даниловское сельское поселение","2929","0","2929","17","Владимирская область"
"1764242800","Денятинское сельское поселение","2243","0","2243","17","Владимирская область"
"177010000011001","Владимир","357024","357024","0","17","Владимирская область"
"177013650011000","Ленинский район","125697","125697","0","17","Владимирская область"
"177013700011000","Октябрьский район","114656","114656","0","17","Владимирская область"
"1764041600","Есиплевское сельское поселение","1036","0","1036","17","Владимирская область"
"1764042400","Ильинское сельское поселение","1136","0","1136","17","Владимирская область"
"1764044200","Раздольевское сельское поселение","2747","0","2747","17","Владимирская область"
"1772500000","Городской округ город Ковров","137594","137594","0","17","Владимирская область"
"176051520511000","Балакирево (п)","9488","9488","0","17","Владимирская область"
"1760540400","Андреевское сельское поселение","4670","0","4670","17","Владимирская область"
"1773500000","Городской округ округ Муром","117899","109072","8827","17","Владимирская область"
"1764241200","Бутылицкое сельское поселение","3296","0","3296","17","Владимирская область"
"1773700000","Городской округ город Радужный","18471","18471","0","17","Владимирская область"
"177370000011000","Радужный","18471","18471","0","17","Владимирская область"
"1760500000","Александровский муниципальный район","107192","96404","10788","17","Владимирская область"
"1760510100","Городское поселение город Александров","59036","59036","0","17","Владимирская область"
"176051010011000","Александров","59036","59036","0","17","Владимирская область"
"177013750011000","Фрунзенский район","116671","116671","0","17","Владимирская область"
"1772000000","Городской округ город Гусь-Хрустальный","57369","57259","110","17","Владимирская область"
"177200000011000","Гусь-Хрустальный","54533","54533","0","17","Владимирская область"
"1762042000","Сельское поселение поселок Анопино","3714","0","3714","17","Владимирская область"
"1762042600","Сельское поселение поселок Великодворский","1876","0","1876","17","Владимирская область"
"1764200000","Меленковский муниципальный район","33246","13789","19457","17","Владимирская область"
"1762540400","Брызгаловское сельское поселение","5126","0","5126","17","Владимирская область"
"176421010011000","Меленки","13789","13789","0","17","Владимирская область"
"1762541200","Второвское сельское поселение","4592","0","4592","17","Владимирская область"
"1762542400","Пенкинское сельское поселение","1371","0","1371","17","Владимирская область"
"1762542800","Сергеихинское сельское поселение","2467","0","2467","17","Владимирская область"
"1763000000","Киржачский муниципальный район","38080","26676","11404","17","Владимирская область"
"1763010100","Городское поселение город Киржач","26676","26676","0","17","Владимирская область"
"1760510500","Городское поселение город Карабаново","14786","14786","0","17","Владимирская область"
"176051050011000","Карабаново","14786","14786","0","17","Владимирская область"
"1760510800","Городское поселение город Струнино","13094","13094","0","17","Владимирская область"
"176051080011000","Струнино","13094","13094","0","17","Владимирская область"
"1763043600","Филипповское сельское поселение","2816","0","2816","17","Владимирская область"
"176251010011000","Камешково","12496","12496","0","17","Владимирская область"
"1763517300","Городское поселение поселок Мелехово","6834","6834","0","17","Владимирская область"
"1762540800","Вахромеевское сельское поселение","3473","0","3473","17","Владимирская область"
"1763540800","Ивановское сельское поселение","5075","0","5075","17","Владимирская область"
"1700000000","Владимирская область","1378337","1077289","301048","17","Владимирская область"
"1763541500","Малыгинское сельское поселение","10019","0","10019","17","Владимирская область"
"1763542000","Новосельское сельское поселение","4202","0","4202","17","Владимирская область"
"1764000000","Кольчугинский муниципальный район","52807","43089","9718","17","Владимирская область"
"1764010100","Городское поселение город Кольчугино","43586","43089","497","17","Владимирская область"
"176401010011000","Кольчугино","43089","43089","0","17","Владимирская область"
"1765010100","Городское поселение город Собинка","17799","17799","0","17","Владимирская область"
"176501010011000","Собинка","17799","17799","0","17","Владимирская область"
"1765011000","Городское поселение город Лакинск","14330","14330","0","17","Владимирская область"
"177200000561000","Гусевский (п)","2726","2726","0","17","Владимирская область"
"1765015700","Городское поселение поселок Ставрово","7216","7216","0","17","Владимирская область"
"177250000011002","Ковров","137594","137594","0","17","Владимирская область"
"1765040400","Асерховское сельское поселение","1219","0","1219","17","Владимирская область"
"177350000011002","Муром","109072","109072","0","17","Владимирская область"
"1765042000","Воршинское сельское поселение","2555","0","2555","17","Владимирская область"
"1765044000","Колокшанское сельское поселение","1372","0","1372","17","Владимирская область"
"1765044400","Копнинское сельское поселение","2162","0","2162","17","Владимирская область"
"1765046000","Куриловское сельское поселение","1604","0","1604","17","Владимирская область"
"1764244000","Илькинское сельское поселение","2924","0","2924","17","Владимирская область"
"1764245200","Ляховское сельское поселение","3796","0","3796","17","Владимирская область"
"1764248000","Тургеневское сельское поселение","2206","0","2206","17","Владимирская область"
"1764400000","Муромский муниципальный район","15898","0","15898","17","Владимирская область"
"1764440800","Борисоглебское сельское поселение","6211","0","6211","17","Владимирская область"
"1764442400","Ковардицкое сельское поселение","9687","0","9687","17","Владимирская область"
"1764600000","Петушинский муниципальный район","62626","49188","13438","17","Владимирская область"
"1764610100","Городское поселение город Петушки","13112","13112","0","17","Владимирская область"
"176461010011000","Петушки","13112","13112","0","17","Владимирская область"
"1764611000","Городское поселение город Костерево","8216","8216","0","17","Владимирская область"
"176461100011000","Костерево","8216","8216","0","17","Владимирская область"
"1764612000","Городское поселение город Покров","17025","17025","0","17","Владимирская область"
"176461200011000","Покров","17025","17025","0","17","Владимирская область"
"176301010011000","Киржач","26676","26676","0","17","Владимирская область"
"1763040800","Горкинское сельское поселение","2391","0","2391","17","Владимирская область"
"1763042000","Кипревское сельское поселение","2650","0","2650","17","Владимирская область"
"1763042600","Першинское сельское поселение","3547","0","3547","17","Владимирская область"
"1764644800","Нагорное сельское поселение","4046","0","4046","17","Владимирская область"
"1763500000","Ковровский муниципальный район","30937","6834","24103","17","Владимирская область"
"1764645600","Петушинское сельское поселение","4792","0","4792","17","Владимирская область"
"176351730511000","Мелехово (п)","6834","6834","0","17","Владимирская область"
"1764815100","Городское поселение поселок Красная Горбатка","7981","7981","0","17","Владимирская область"
"1763541200","Клязьминское сельское поселение","4807","0","4807","17","Владимирская область"
"1764840800","Волосатовское сельское поселение","1439","0","1439","17","Владимирская область"
"1770100000","Городской округ город Владимир","359535","357024","2511","17","Владимирская область"
"1764842400","Новлянское сельское поселение","2730","0","2730","17","Владимирская область"
"1764844400","Чертковское сельское поселение","825","0","825","17","Владимирская область"
"1765000000","Собинский муниципальный район","53628","39345","14283","17","Владимирская область"
"1762000000","Гусь-Хрустальный муниципальный район","38762","5992","32770","17","Владимирская область"
"1762011500","Городское поселение город Курлово","5992","5992","0","17","Владимирская область"
"176201150011000","Курлово","5992","5992","0","17","Владимирская область"
"1765210100","Городское поселение город Судогда","10442","10442","0","17","Владимирская область"
"176501100011000","Лакинск","14330","14330","0","17","Владимирская область"
"1762042800","Григорьевское сельское поселение","2446","0","2446","17","Владимирская область"
"1762043000","Демидовское сельское поселение","1541","0","1541","17","Владимирская область"
"1762043400","Сельское поселение поселок Добрятино","2049","0","2049","17","Владимирская область"
"1762043500","Сельское поселение поселок Золотково","4004","0","4004","17","Владимирская область"
"1762043800","Сельское поселение поселок Иванищи","2083","0","2083","17","Владимирская область"
"1762044200","Сельское поселение поселок Красное Эхо","2994","0","2994","17","Владимирская область"
"1762044400","Краснооктябрьское сельское поселение","1270","0","1270","17","Владимирская область"
"1765044800","Рождественское сельское поселение","1465","0","1465","17","Владимирская область"
"1765045000","Толпуховское сельское поселение","2400","0","2400","17","Владимирская область"
"1765045600","Черкутинское сельское поселение","838","0","838","17","Владимирская область"
"1765200000","Судогодский муниципальный район","37839","10442","27397","17","Владимирская область"
"176101650511000","Никологоры (п)","4839","4839","0","17","Владимирская область"
"1760515200","Городское поселение поселок Балакирево","9488","9488","0","17","Владимирская область"
"1765240400","Андреевское сельское поселение","6863","0","6863","17","Владимирская область"
"1765240800","Вяткинское сельское поселение","3885","0","3885","17","Владимирская область"
"1760544400","Каринское сельское поселение","1707","0","1707","17","Владимирская область"
"1760544800","Краснопламенское сельское поселение","1528","0","1528","17","Владимирская область"
"1760546800","Следневское сельское поселение","2883","0","2883","17","Владимирская область"
"1761000000","Вязниковский муниципальный район","70245","44783","25462","17","Владимирская область"
"1761010100","Городское поселение город Вязники","40822","35865","4957","17","Владимирская область"
"1764615300","Городское поселение поселок Вольгинский","5813","5813","0","17","Владимирская область"
"1761016000","Городское поселение поселок Мстера","7537","4079","3458","17","Владимирская область"
"1764615700","Городское поселение поселок Городищи","5022","5022","0","17","Владимирская область"
"1761016500","Городское поселение поселок Никологоры","7055","4839","2216","17","Владимирская область"
"1762049000","Сельское поселение поселок Уршельский","4409","0","4409","17","Владимирская область"
"1761044500","Октябрьское сельское поселение","5431","0","5431","17","Владимирская область"
"1761044400","Паустовское сельское поселение","4494","0","4494","17","Владимирская область"
"1761044800","Сарыевское сельское поселение","1521","0","1521","17","Владимирская область"
"1761046000","Степанцевское сельское поселение","3385","0","3385","17","Владимирская область"
"1761500000","Гороховецкий муниципальный район","21087","12799","8288","17","Владимирская область"
"1761510100","Городское поселение город Гороховец","12799","12799","0","17","Владимирская область"
"176151010011000","Гороховец","12799","12799","0","17","Владимирская область"
"1761541200","Денисовское сельское поселение","2628","0","2628","17","Владимирская область"
"1761542000","Куприяновское сельское поселение","3685","0","3685","17","Владимирская область"
"1761543600","Фоминское сельское поселение","1975","0","1975","17","Владимирская область"
"1762045800","Сельское поселение поселок Мезиновский","2609","0","2609","17","Владимирская область"
"1762048800","Уляхинское сельское поселение","795","0","795","17","Владимирская область"
"176101600511000","Мстёра (п)","4079","4079","0","17","Владимирская область"
"1762500000","Камешковский муниципальный район","29525","12496","17029","17","Владимирская область"
"1762510100","Городское поселение город Камешково","12496","12496","0","17","Владимирская область"
"176521010011000","Судогда","10442","10442","0","17","Владимирская область"
"176501570511000","Ставрово (п)","7216","7216","0","17","Владимирская область"
"1764800000","Селивановский муниципальный район","17734","7981","9753","17","Владимирская область"
"1765041200","Березниковское сельское поселение","668","0","668","17","Владимирская область"
"1765244000","Лавровское сельское поселение","1920","0","1920","17","Владимирская область"
"1765243200","Мошокское сельское поселение","4115","0","4115","17","Владимирская область"
"1765243400","Муромцевское сельское поселение","4655","0","4655","17","Владимирская область"
"1762045200","Купреевское сельское поселение","2980","0","2980","17","Владимирская область"
"176101010011000","Вязники","35865","35865","0","17","Владимирская область"
"176461530511000","Вольгинский (п)","5813","5813","0","17","Владимирская область"
"176541010011000","Суздаль","9618","9618","0","17","Владимирская область"
"176461570511000","Городищи (п)","5022","5022","0","17","Владимирская область"
"1765443600","Павловское сельское поселение","7213","0","7213","17","Владимирская область"
"1764645400","Пекшинское сельское поселение","4600","0","4600","17","Владимирская область"
"1765600000","Юрьев-Польский муниципальный район","34746","18433","16313","17","Владимирская область"
"1764841600","Малышевское сельское поселение","4759","0","4759","17","Владимирская область"
"1765242000","Головинское сельское поселение","5959","0","5959","17","Владимирская область"
"176481510511000","Красная Горбатка (п)","7981","7981","0","17","Владимирская область"
"1765643200","Небыловское сельское поселение","5258","0","5258","17","Владимирская область"
"1765441200","Селецкое сельское поселение","7606","0","7606","17","Владимирская область"
"1765400000","Суздальский муниципальный район","43117","9618","33499","17","Владимирская область"
"1765443200","Новоалександровское сельское поселение","8182","0","8182","17","Владимирская область"
"1765440300","Боголюбовское сельское поселение","10498","0","10498","17","Владимирская область"
"1765641600","Красносельское сельское поселение","8149","0","8149","17","Владимирская область"
"1765410100","Городское поселение город Суздаль","9618","9618","0","17","Владимирская область"
"176561010011000","Юрьев-Польский","18433","18433","0","17","Владимирская область"
"1765610100","Городское поселение город Юрьев-Польский","18433","18433","0","17","Владимирская область"
"1765644800","Симское сельское поселение","2906","0","2906","17","Владимирская область"
"1860442800","Сельское поселение Садовское","430","0","430","18","Волгоградская область"
"1861243200","Сельское поселение Тетеревятское","299","0","299","18","Волгоградская область"
"1860441200","Сельское поселение Кисловское","2385","0","2385","18","Волгоградская область"
"1860442000","Сельское поселение Луговопролейское","931","0","931","18","Волгоградская область"
"1860515100","Городское поселение Городищенское","22733","22733","0","18","Волгоградская область"
"1860441100","Сельское поселение Зеленовское","652","0","652","18","Волгоградская область"
"1860443600","Сельское поселение Урало-Ахтубинское","1691","0","1691","18","Волгоградская область"
"1861640400","Сельское поселение Бузиновское","945","0","945","18","Волгоградская область"
"1860441600","Сельское поселение Красносельцевское","1464","0","1464","18","Волгоградская область"
"187013750011000","Красноармейский район","164076","164076","0","18","Волгоградская область"
"186161010011000","Калач-на-Дону","23947","23947","0","18","Волгоградская область"
"1860442600","Сельское поселение Побединское","1042","0","1042","18","Волгоградская область"
"1861242900","Сельское поселение Новинское","507","0","507","18","Волгоградская область"
"1860442700","Сельское поселение Приморское","3118","0","3118","18","Волгоградская область"
"1860442400","Сельское поселение Новоникольское","1718","0","1718","18","Волгоградская область"
"1860443200","Сельское поселение Солдатско-Степновское","1030","0","1030","18","Волгоградская область"
"1860500000","Городищенский муниципальный район","61097","36120","24977","18","Волгоградская область"
"1861644600","Сельское поселение Приморское","939","0","939","18","Волгоградская область"
"1861610100","Городское поселение Калачевское","24048","23947","101","18","Волгоградская область"
"1861800000","Камышинский муниципальный район","40613","12544","28069","18","Волгоградская область"
"1861810300","Городское поселение Петров Вал","12545","12544","1","18","Волгоградская область"
"1861641200","Сельское поселение Голубинское","1401","0","1401","18","Волгоградская область"
"1861641400","Сельское поселение Зарянское","987","0","987","18","Волгоградская область"
"1861641600","Сельское поселение Ильевское","4032","0","4032","18","Волгоградская область"
"187013800011000","Краснооктябрьский район","145979","145979","0","18","Волгоградская область"
"1861642400","Сельское поселение Логовское","2836","0","2836","18","Волгоградская область"
"1861841400","Сельское поселение Гуселское","269","0","269","18","Волгоградская область"
"1861643000","Сельское поселение Мариновское","1631","0","1631","18","Волгоградская область"
"1861400000","Иловлинский муниципальный район","33357","11568","21789","18","Волгоградская область"
"1861644400","Сельское поселение Береславское","4545","0","4545","18","Волгоградская область"
"186141510511000","Иловля (рп)","11568","11568","0","18","Волгоградская область"
"1861645000","Сельское поселение Пятиизбянское","1279","0","1279","18","Волгоградская область"
"1861440800","Сельское поселение Александровское","772","0","772","18","Волгоградская область"
"1861441200","Сельское поселение Большеивановское","1004","0","1004","18","Волгоградская область"
"186181030011000","Петров Вал","12544","12544","0","18","Волгоградская область"
"1861840400","Сельское поселение Антиповское","2674","0","2674","18","Волгоградская область"
"1861840600","Сельское поселение Белогорское","939","0","939","18","Волгоградская область"
"1861840800","Сельское поселение Верхнедобринское","1650","0","1650","18","Волгоградская область"
"1861242800","Сельское поселение Нижнедобринское","1352","0","1352","18","Волгоградская область"
"1861443600","Сельское поселение Озерское","895","0","895","18","Волгоградская область"
"1861841800","Сельское поселение Костаревское","970","0","970","18","Волгоградская область"
"1861444800","Сельское поселение Трехостровское","1031","0","1031","18","Волгоградская область"
"1861415100","Городское поселение Иловлинское","12470","11568","902","18","Волгоградская область"
"1861445800","Сельское поселение Логовское","3889","0","3889","18","Волгоградская область"
"1861440400","Сельское поселение Авиловское","1765","0","1765","18","Волгоградская область"
"1862042000","Сельское поселение Калачевское","698","0","698","18","Волгоградская область"
"1862042400","Сельское поселение Калиновское","721","0","721","18","Волгоградская область"
"1862042800","Сельское поселение Мачешанское","2426","0","2426","18","Волгоградская область"
"1861442000","Сельское поселение Кондрашовское","2000","0","2000","18","Волгоградская область"
"1862043500","Сельское поселение Преображенское","5511","0","5511","18","Волгоградская область"
"1861442800","Сельское поселение Медведевское","1472","0","1472","18","Волгоградская область"
"1861642000","Сельское поселение Крепинское","1568","0","1568","18","Волгоградская область"
"1862200000","Клетский муниципальный район","17341","0","17341","18","Волгоградская область"
"1861642800","Сельское поселение Ляпичевское","2431","0","2431","18","Волгоградская область"
"1862240800","Сельское поселение Верхнечеренское","1544","0","1544","18","Волгоградская область"
"1861643200","Сельское поселение Советское","6584","0","6584","18","Волгоградская область"
"1862241600","Сельское поселение Калмыковское","1175","0","1175","18","Волгоградская область"
"1862241800","Сельское поселение Клетское","5983","0","5983","18","Волгоградская область"
"1862242000","Сельское поселение Кременское","892","0","892","18","Волгоградская область"
"1862242400","Сельское поселение Манойлинское","1075","0","1075","18","Волгоградская область"
"1862242800","Сельское поселение Перекопское","1276","0","1276","18","Волгоградская область"
"1862043400","Сельское поселение Озеркинское","1266","0","1266","18","Волгоградская область"
"1862243600","Сельское поселение Распопинское","1186","0","1186","18","Волгоградская область"
"1862043600","Сельское поселение Дубровское","849","0","849","18","Волгоградская область"
"1862410100","Городское поселение Котельниковское","20172","20172","0","18","Волгоградская область"
"1861841200","Сельское поселение Воднобуерачное","1613","0","1613","18","Волгоградская область"
"1862440400","Сельское поселение Верхнекурмоярское","846","0","846","18","Волгоградская область"
"1862441200","Сельское поселение Выпасновское","943","0","943","18","Волгоградская область"
"1861842000","Сельское поселение Лебяженское","1861","0","1861","18","Волгоградская область"
"1861842200","Сельское поселение Мичуринское","5433","0","5433","18","Волгоградская область"
"1861842400","Сельское поселение Нижнедобринское","1069","0","1069","18","Волгоградская область"
"1861842800","Сельское поселение Петрунинское","1429","0","1429","18","Волгоградская область"
"1861843000","Сельское поселение Саломатинское","1497","0","1497","18","Волгоградская область"
"1861843200","Сельское поселение Семеновское","1229","0","1229","18","Волгоградская область"
"1862243200","Сельское поселение Перелазовское","1306","0","1306","18","Волгоградская область"
"1861844400","Сельское поселение Таловское","1418","0","1418","18","Волгоградская область"
"1862400000","Котельниковский муниципальный район","36168","20172","15996","18","Волгоградская область"
"1861845200","Сельское поселение Уметовское","1186","0","1186","18","Волгоградская область"
"1861443200","Сельское поселение Новогригорьевское","1087","0","1087","18","Волгоградская область"
"1861846000","Сельское поселение Чухонастовское","538","0","538","18","Волгоградская область"
"1861444400","Сельское поселение Сиротинское","1168","0","1168","18","Волгоградская область"
"1862040400","Сельское поселение Александровское","402","0","402","18","Волгоградская область"
"1861445600","Сельское поселение Ширяевское","1101","0","1101","18","Волгоградская область"
"1862041200","Сельское поселение Завязенское","1126","0","1126","18","Волгоградская область"
"1861600000","Калачевский муниципальный район","53226","23947","29279","18","Волгоградская область"
"1800000000","Волгоградская область","2521276","1940241","581035","18","Волгоградская область"
"1870100000","Городской округ город-герой Волгоград","1013533","1013533","0","18","Волгоградская область"
"187010000011000","Волгоград","1013533","1013533","0","18","Волгоградская область"
"187013630011000","Ворошиловский район","78881","78881","0","18","Волгоградская область"
"187013650011000","Дзержинский район","182497","182497","0","18","Волгоградская область"
"187013700011000","Кировский район","99957","99957","0","18","Волгоградская область"
"1862644000","Сельское поселение Попковское","1305","0","1305","18","Волгоградская область"
"1864600000","Кумылженский муниципальный район","19546","0","19546","18","Волгоградская область"
"1864640400","Сельское поселение Белогорское","755","0","755","18","Волгоградская область"
"1864640800","Сельское поселение Букановское","1110","0","1110","18","Волгоградская область"
"1864641200","Сельское поселение Глазуновское","1952","0","1952","18","Волгоградская область"
"1864642000","Сельское поселение Краснянское","1036","0","1036","18","Волгоградская область"
"1864642300","Сельское поселение Кумылженское","9177","0","9177","18","Волгоградская область"
"1864644000","Сельское поселение Поповское","1259","0","1259","18","Волгоградская область"
