"terson_mo","title","pop","urban_pop","rural_pop","region_code","region_title"
"0162044800","Сельское поселение Новошипуновский сельсовет","1147","0","1147","01","Алтайский край"
"0162045900","Сельское поселение Суетский сельсовет","646","0","646","01","Алтайский край"
"0162443400","Сельское поселение Червовский сельсовет","521","0","521","01","Алтайский край"
"0162142400","Сельское поселение Заковряшинский сельсовет","973","0","973","01","Алтайский край"
"0162041200","Сельское поселение Берёзовский сельсовет","1275","0","1275","01","Алтайский край"
"0162442300","Сельское поселение Кытмановский сельсовет","4953","0","4953","01","Алтайский край"
"0162043000","Сельское поселение Краснощёковский сельсовет","4893","0","4893","01","Алтайский край"
"0162046800","Сельское поселение Усть-Беловский сельсовет","262","0","262","01","Алтайский край"
"0162044200","Сельское поселение Маралихинский сельсовет","2231","0","2231","01","Алтайский край"
"0162047200","Сельское поселение Усть-Пустынский сельсовет","348","0","348","01","Алтайский край"
"0162144200","Сельское поселение Новодубровский сельсовет","627","0","627","01","Алтайский край"
"0162042400","Сельское поселение Карповский сельсовет","1310","0","1310","01","Алтайский край"
"0162047000","Сельское поселение Усть-Козлухинский сельсовет","846","0","846","01","Алтайский край"
"0162140600","Сельское поселение Боровской сельсовет","676","0","676","01","Алтайский край"
"0162143600","Сельское поселение Маловолчанский сельсовет","573","0","573","01","Алтайский край"
"0162300000","Курьинский муниципальный район","9185","0","9185","01","Алтайский край"
"0162247200","Сельское поселение Мирабилитский сельсовет","711","0","711","01","Алтайский край"
"0162143000","Сельское поселение Крутихинский сельсовет","3777","0","3777","01","Алтайский край"
"0162343300","Сельское поселение Казанцевский сельсовет","457","0","457","01","Алтайский край"
"0162048100","Сельское поселение Харловский сельсовет","1222","0","1222","01","Алтайский край"
"0162341100","Сельское поселение Бугрышихинский сельсовет","79","0","79","01","Алтайский край"
"0162144800","Сельское поселение Прыганский сельсовет","932","0","932","01","Алтайский край"
"0162040600","Сельское поселение Акимовский сельсовет","508","0","508","01","Алтайский край"
"0162141200","Сельское поселение Волчно-Бурлинский сельсовет","1261","0","1261","01","Алтайский край"
"0162141800","Сельское поселение Долганский сельсовет","1292","0","1292","01","Алтайский край"
"0162348800","Сельское поселение Усть-Таловский сельсовет","861","0","861","01","Алтайский край"
"0162400000","Кытмановский муниципальный район","12384","0","12384","01","Алтайский край"
"0162440700","Сельское поселение Дмитро-Титовский сельсовет","989","0","989","01","Алтайский край"
"0161649400","Сельское поселение Толстовский сельсовет","604","0","604","01","Алтайский край"
"0161649700","Сельское поселение Филипповский сельсовет","365","0","365","01","Алтайский край"
"0162342200","Сельское поселение Ивановский сельсовет","851","0","851","01","Алтайский край"
"0162445700","Сельское поселение Октябрьский сельсовет","1262","0","1262","01","Алтайский край"
"0162241100","Сельское поселение Ананьевский сельсовет","712","0","712","01","Алтайский край"
"0162448000","Сельское поселение Семено-Красиловский сельсовет","913","0","913","01","Алтайский край"
"0162100000","Крутихинский муниципальный район","10787","0","10787","01","Алтайский край"
"0162449300","Сельское поселение Тягунский сельсовет","1509","0","1509","01","Алтайский край"
"0162346800","Сельское поселение Новофирсовский сельсовет","433","0","433","01","Алтайский край"
"0162041700","Сельское поселение Верх-Камышенский сельсовет","1339","0","1339","01","Алтайский край"
"0161744600","Сельское поселение Петуховский сельсовет","817","0","817","01","Алтайский край"
"0161746800","Сельское поселение Покровский сельсовет","454","0","454","01","Алтайский край"
"0161747900","Сельское поселение Северский сельсовет","1487","0","1487","01","Алтайский край"
"0161800000","Косихинский муниципальный район","15931","0","15931","01","Алтайский край"
"0161840600","Сельское поселение Баюновский сельсовет","1290","0","1290","01","Алтайский край"
"0162444600","Сельское поселение Новотарабинский сельсовет","645","0","645","01","Алтайский край"
"0161842000","Сельское поселение Глушинский сельсовет","498","0","498","01","Алтайский край"
"0162446900","Сельское поселение Порошинский сельсовет","451","0","451","01","Алтайский край"
"0161843000","Сельское поселение Контошинский сельсовет","1351","0","1351","01","Алтайский край"
"0162345500","Сельское поселение Кузнецовский сельсовет","493","0","493","01","Алтайский край"
"0162244400","Сельское поселение Златополинский сельсовет","773","0","773","01","Алтайский край"
"0162449400","Сельское поселение Тяхтинский сельсовет","525","0","525","01","Алтайский край"
"0162500000","Локтевский муниципальный район","25399","12654","12745","01","Алтайский край"
"0161846600","Сельское поселение Плотниковский сельсовет","391","0","391","01","Алтайский край"
"0161846800","Сельское поселение Полковниковский сельсовет","759","0","759","01","Алтайский край"
"0161900001","Красногорский муниципальный район","15209","0","15209","01","Алтайский край"
"0161940501","Сельское поселение Берёзовский сельсовет","1238","0","1238","01","Алтайский край"
"0161940701","Сельское поселение Быстрянский сельсовет","2411","0","2411","01","Алтайский край"
"0161942301","Сельское поселение Красногорский сельсовет","5880","0","5880","01","Алтайский край"
"0161944501","Сельское поселение Новозыковский сельсовет","917","0","917","01","Алтайский край"
"0161944701","Сельское поселение Новоталовский сельсовет","541","0","541","01","Алтайский край"
"0162343800","Сельское поселение Колыванский сельсовет","1223","0","1223","01","Алтайский край"
"0162049200","Сельское поселение Чинетинский сельсовет","658","0","658","01","Алтайский край"
"0161948901","Сельское поселение Усть-Кажинский сельсовет","1312","0","1312","01","Алтайский край"
"0162000000","Краснощёковский муниципальный район","16685","0","16685","01","Алтайский край"
"0163043200","Сельское поселение Колыванский сельсовет","1867","0","1867","01","Алтайский край"
"0163043700","Сельское поселение Комсомольский сельсовет","2866","0","2866","01","Алтайский край"
"0163044900","Сельское поселение Лебяжинский сельсовет","960","0","960","01","Алтайский край"
"0163045500","Сельское поселение Новозоринский сельсовет","3372","0","3372","01","Алтайский край"
"0163046000","Сельское поселение Павловский сельсовет","14572","0","14572","01","Алтайский край"
"0163046200","Сельское поселение Павлозаводской сельсовет","1560","0","1560","01","Алтайский край"
"0163046400","Сельское поселение Прутской сельсовет","2594","0","2594","01","Алтайский край"
"0163046600","Сельское поселение Рогозихинский сельсовет","1125","0","1125","01","Алтайский край"
"0163047300","Сельское поселение Стуковский сельсовет","1679","0","1679","01","Алтайский край"
"0163048200","Сельское поселение Черемновский сельсовет","4796","0","4796","01","Алтайский край"
"0163048500","Сельское поселение Чернопятовский сельсовет","657","0","657","01","Алтайский край"
"0163049000","Сельское поселение Шаховский сельсовет","1766","0","1766","01","Алтайский край"
"0163100000","Панкрушихинский муниципальный район","11938","0","11938","01","Алтайский край"
"0163141100","Сельское поселение Велижанский сельсовет","785","0","785","01","Алтайский край"
"0163141700","Сельское поселение Железнодорожный сельсовет","471","0","471","01","Алтайский край"
"0163142200","Сельское поселение Зятьковский сельсовет","1126","0","1126","01","Алтайский край"
"0163143300","Сельское поселение Кривинский сельсовет","558","0","558","01","Алтайский край"
"0163144400","Сельское поселение Луковский сельсовет","934","0","934","01","Алтайский край"
"0163145600","Сельское поселение Панкрушихинский сельсовет","5020","0","5020","01","Алтайский край"
"0163146700","Сельское поселение Подойниковский сельсовет","1841","0","1841","01","Алтайский край"
"0161841400","Сельское поселение Верх-Жилинский сельсовет","398","0","398","01","Алтайский край"
"0162144600","Сельское поселение Подборный сельсовет","676","0","676","01","Алтайский край"
"0161842500","Сельское поселение Каркавинский сельсовет","645","0","645","01","Алтайский край"
"0162200000","Кулундинский муниципальный район","22103","0","22103","01","Алтайский край"
"0163241200","Сельское поселение Баюновоключевский сельсовет","1901","0","1901","01","Алтайский край"
"0162243300","Сельское поселение Воздвиженский сельсовет","345","0","345","01","Алтайский край"
"0163242000","Сельское поселение Бобровский сельсовет","5226","0","5226","01","Алтайский край"
"0162245500","Сельское поселение Константиновский сельсовет","991","0","991","01","Алтайский край"
"0162246000","Сельское поселение Кулундинский сельсовет","14617","0","14617","01","Алтайский край"
"0162246600","Сельское поселение Курский сельсовет","1351","0","1351","01","Алтайский край"
"0163243400","Сельское поселение Зудиловский сельсовет","5306","0","5306","01","Алтайский край"
"0162247700","Сельское поселение Октябрьский сельсовет","1902","0","1902","01","Алтайский край"
"0162248800","Сельское поселение Семёновский сельсовет","701","0","701","01","Алтайский край"
"0163244900","Сельское поселение Первомайский сельсовет","5545","0","5545","01","Алтайский край"
"0163245400","Сельское поселение Повалихинский сельсовет","3370","0","3370","01","Алтайский край"
"0163246100","Сельское поселение Рассказихинский сельсовет","860","0","860","01","Алтайский край"
"0161945601","Сельское поселение Соусканихинский сельсовет","988","0","988","01","Алтайский край"
"0161947801","Сельское поселение Усть-Ишинский сельсовет","1922","0","1922","01","Алтайский край"
"0162344400","Сельское поселение Краснознаменский сельсовет","870","0","870","01","Алтайский край"
"0163249600","Сельское поселение Солнечный сельсовет","565","0","565","01","Алтайский край"
"0162346600","Сельское поселение Курьинский сельсовет","3284","0","3284","01","Алтайский край"
"0163300000","Петропавловский муниципальный район","11808","0","11808","01","Алтайский край"
"0162347700","Сельское поселение Трусовский сельсовет","634","0","634","01","Алтайский край"
"0163340700","Сельское поселение Антоньевский сельсовет","1453","0","1453","01","Алтайский край"
"0163341400","Сельское поселение Зеленодольский сельсовет","1600","0","1600","01","Алтайский край"
"0163342300","Сельское поселение Камышенский сельсовет","1432","0","1432","01","Алтайский край"
"0163343400","Сельское поселение Николаевский сельсовет","993","0","993","01","Алтайский край"
"0163344000","Сельское поселение Новообинский сельсовет","817","0","817","01","Алтайский край"
"0163344600","Сельское поселение Паутовский сельсовет","941","0","941","01","Алтайский край"
"0163345700","Сельское поселение Петропавловский сельсовет","2571","0","2571","01","Алтайский край"
"0163347900","Сельское поселение Соловьихинский сельсовет","634","0","634","01","Алтайский край"
"0163400000","Поспелихинский муниципальный район","23140","0","23140","01","Алтайский край"
"0162449100","Сельское поселение Сунгайский сельсовет","616","0","616","01","Алтайский край"
"0163442200","Сельское поселение 12 Лет Октября сельсовет","765","0","765","01","Алтайский край"
"0163443300","Сельское поселение Калмыцко-Мысовской сельсовет","1123","0","1123","01","Алтайский край"
"0163443900","Сельское поселение Клепечихинский сельсовет","1316","0","1316","01","Алтайский край"
"0162510100","Городское поселение Город Горняк","12654","12654","0","01","Алтайский край"
"016251010011000","Горняк","12654","12654","0","01","Алтайский край"
"0162540400","Сельское поселение Александровский сельсовет","449","0","449","01","Алтайский край"
"0162540900","Сельское поселение Второкаменский сельсовет","723","0","723","01","Алтайский край"
"0163147800","Сельское поселение Романовский сельсовет","487","0","487","01","Алтайский край"
"0164700000","Тальменский муниципальный район","46430","19098","27332","01","Алтайский край"
"0163200000","Первомайский муниципальный район","54256","0","54256","01","Алтайский край"
"016471510511000","Тальменка","19098","19098","0","01","Алтайский край"
"0164740600","Сельское поселение Анисимовский сельсовет","1435","0","1435","01","Алтайский край"
"0164741500","Сельское поселение Зайцевский сельсовет","733","0","733","01","Алтайский край"
"0164742400","Сельское поселение Казанцевский сельсовет","289","0","289","01","Алтайский край"
"0164743000","Сельское поселение Кашкарагаихинский сельсовет","1302","0","1302","01","Алтайский край"
"0164743600","Сельское поселение Курочкинский сельсовет","1090","0","1090","01","Алтайский край"
"0164744200","Сельское поселение Ларичихинский сельсовет","2543","0","2543","01","Алтайский край"
"0164744800","Сельское поселение Луговской сельсовет","1948","0","1948","01","Алтайский край"
"0164745100","Сельское поселение Лушниковский сельсовет","528","0","528","01","Алтайский край"
"0164745600","Сельское поселение Новоозёрский сельсовет","5123","0","5123","01","Алтайский край"
"0164745900","Сельское поселение Новоперуновский сельсовет","1963","0","1963","01","Алтайский край"
"0164746200","Сельское поселение Новотроицкий сельсовет","887","0","887","01","Алтайский край"
"0164746600","Сельское поселение Озёрский сельсовет","5319","0","5319","01","Алтайский край"
"0163247200","Сельское поселение Санниковский сельсовет","4532","0","4532","01","Алтайский край"
"0163248300","Сельское поселение Северный сельсовет","1814","0","1814","01","Алтайский край"
"0164747500","Сельское поселение Староперуновский сельсовет","595","0","595","01","Алтайский край"
"0164748200","Сельское поселение Шадринцевский сельсовет","534","0","534","01","Алтайский край"
"0164749200","Сельское поселение Шишкинский сельсовет","751","0","751","01","Алтайский край"
"0164800000","Тогульский муниципальный район","7708","0","7708","01","Алтайский край"
"0164840600","Сельское поселение Антипинский сельсовет","1717","0","1717","01","Алтайский край"
"0164843000","Сельское поселение Новоиушинский сельсовет","340","0","340","01","Алтайский край"
"0164843600","Сельское поселение Старотогульский сельсовет","1063","0","1063","01","Алтайский край"
"0164844600","Сельское поселение Тогульский сельсовет","4410","0","4410","01","Алтайский край"
"0164845700","Сельское поселение Топтушинский сельсовет","178","0","178","01","Алтайский край"
"0164900000","Топчихинский муниципальный район","22186","0","22186","01","Алтайский край"
"0161700000","Ключевский муниципальный район","16459","0","16459","01","Алтайский край"
"0161740600","Сельское поселение Васильчуковский сельсовет","1095","0","1095","01","Алтайский край"
"0161741200","Сельское поселение Зелёнополянский сельсовет","793","0","793","01","Алтайский край"
"0161741500","Сельское поселение Истимисский сельсовет","588","0","588","01","Алтайский край"
"0161742000","Сельское поселение Каипский сельсовет","431","0","431","01","Алтайский край"
"0161742400","Сельское поселение Ключевский сельсовет","8902","0","8902","01","Алтайский край"
"0161743500","Сельское поселение Новополтавский сельсовет","768","0","768","01","Алтайский край"
"0161743700","Сельское поселение Новоцелинный сельсовет","1124","0","1124","01","Алтайский край"
"0163743500","Сельское поселение Закладинский сельсовет","727","0","727","01","Алтайский край"
"0163744000","Сельское поселение Казанцевский сельсовет","278","0","278","01","Алтайский край"
"0163744600","Сельское поселение Майский сельсовет","449","0","449","01","Алтайский край"
"0163745700","Сельское поселение Мормышанский сельсовет","335","0","335","01","Алтайский край"
"0163746600","Сельское поселение Рассветовский сельсовет","276","0","276","01","Алтайский край"
"0163746800","Сельское поселение Романовский сельсовет","5214","0","5214","01","Алтайский край"
"0163747900","Сельское поселение Сидоровский сельсовет","1216","0","1216","01","Алтайский край"
"0163748200","Сельское поселение Тамбовский сельсовет","769","0","769","01","Алтайский край"
"0163800000","Рубцовский муниципальный район","23230","0","23230","01","Алтайский край"
"0161843400","Сельское поселение Косихинский сельсовет","5072","0","5072","01","Алтайский край"
"0161844000","Сельское поселение Лосихинский сельсовет","842","0","842","01","Алтайский край"
"0161844900","Сельское поселение Малаховский сельсовет","689","0","689","01","Алтайский край"
"0161846000","Сельское поселение Налобихинский сельсовет","3996","0","3996","01","Алтайский край"
"0165044400","Сельское поселение Первокаменский сельсовет","545","0","545","01","Алтайский край"
"0165045500","Сельское поселение Плосковский сельсовет","708","0","708","01","Алтайский край"
"0165046000","Сельское поселение Садовый сельсовет","1041","0","1041","01","Алтайский край"
"0165046600","Сельское поселение Староалейский сельсовет","4415","0","4415","01","Алтайский край"
"0165047700","Сельское поселение Третьяковский сельсовет","1812","0","1812","01","Алтайский край"
"0165048800","Сельское поселение Шипунихинский сельсовет","601","0","601","01","Алтайский край"
"0165100000","Троицкий муниципальный район","22853","0","22853","01","Алтайский край"
"0165140800","Сельское поселение Беловский сельсовет","2240","0","2240","01","Алтайский край"
"0165141000","Сельское поселение Боровлянский сельсовет","1551","0","1551","01","Алтайский край"
"0165141400","Сельское поселение Гордеевский сельсовет","1658","0","1658","01","Алтайский край"
"0165142500","Сельское поселение Ерёминский сельсовет","872","0","872","01","Алтайский край"
"0165143000","Сельское поселение Заводской сельсовет","1529","0","1529","01","Алтайский край"
"0165143400","Сельское поселение Зеленополянский сельсовет","1112","0","1112","01","Алтайский край"
"0165144000","Сельское поселение Кипешинский сельсовет","505","0","505","01","Алтайский край"
"0165145400","Сельское поселение Петровский сельсовет","977","0","977","01","Алтайский край"
"0165145700","Сельское поселение Троицкий сельсовет","9591","0","9591","01","Алтайский край"
"0165147000","Сельское поселение Хайрюзовский сельсовет","2428","0","2428","01","Алтайский край"
"0165149200","Сельское поселение Южаковский сельсовет","390","0","390","01","Алтайский край"
"0165200000","Тюменцевский муниципальный район","13998",NA,"13998","01","Алтайский край"
"0165240300","Сельское поселение Андроновский сельсовет","440","0","440","01","Алтайский край"
"0165240700","Сельское поселение Берёзовский сельсовет","1017","0","1017","01","Алтайский край"
"0165241600","Сельское поселение Вылковский сельсовет","1833","0","1833","01","Алтайский край"
"0165242000","Сельское поселение Грязновский сельсовет","441","0","441","01","Алтайский край"
"0165242500","Сельское поселение Заводской сельсовет","553","0","553","01","Алтайский край"
"0165243200","Сельское поселение Ключевской сельсовет","484","0","484","01","Алтайский край"
"0165243600","Сельское поселение Королёвский сельсовет","515","0","515","01","Алтайский край"
"0165245000","Сельское поселение Мезенцевский сельсовет","313","0","313","01","Алтайский край"
"0165245200","Сельское поселение Новокарповский сельсовет","357","0","357","01","Алтайский край"
"0165245800","Сельское поселение Тюменцевский сельсовет","5150","0","5150","01","Алтайский край"
"0165246100","Сельское поселение Урывский сельсовет","319","0","319","01","Алтайский край"
"0165246900","Сельское поселение Черемшанский сельсовет","548","0","548","01","Алтайский край"
"0165248000","Сельское поселение Шарчинский сельсовет","1579","0","1579","01","Алтайский край"
"0165248500","Сельское поселение Юдихинский сельсовет","449","0","449","01","Алтайский край"
"0165300000","Угловский муниципальный район","12209","0","12209","01","Алтайский край"
"0165341100","Сельское поселение Круглянский сельсовет","942","0","942","01","Алтайский край"
"0165342200","Сельское поселение Лаптевский сельсовет","1277","0","1277","01","Алтайский край"
"0165345500","Сельское поселение Озёрно-Кузнецовский сельсовет","1364","0","1364","01","Алтайский край"
"0165346600","Сельское поселение Павловский сельсовет","1087","0","1087","01","Алтайский край"
"0165347700","Сельское поселение Симоновский сельсовет","869","0","869","01","Алтайский край"
"0165348000","Сельское поселение Тополинский сельсовет","954","0","954","01","Алтайский край"
"0165348800","Сельское поселение Угловский сельсовет","5716","0","5716","01","Алтайский край"
"0165400000","Усть-Калманский муниципальный район","14000","0","14000","01","Алтайский край"
"0165440800","Сельское поселение Кабановский сельсовет","1283","0","1283","01","Алтайский край"
"0165441100","Сельское поселение Михайловский сельсовет","1597","0","1597","01","Алтайский край"
"0163244500","Сельское поселение Новоберёзовский сельсовет","466","0","466","01","Алтайский край"
"0165443300","Сельское поселение Новокалманский сельсовет","513","0","513","01","Алтайский край"
"0165444400","Сельское поселение Огнёвский сельсовет","1098","0","1098","01","Алтайский край"
"0165444600","Сельское поселение Пономарёвский сельсовет","426","0","426","01","Алтайский край"
"0165444800","Сельское поселение Приозёрный сельсовет","486","0","486","01","Алтайский край"
"0165445500","Сельское поселение Усть-Калманский сельсовет","6474","0","6474","01","Алтайский край"
"0165446600","Сельское поселение Чарышский сельсовет","1382","0","1382","01","Алтайский край"
"0165500000","Усть-Пристанский муниципальный район","11258","0","11258","01","Алтайский край"
"0165540800","Сельское поселение Беловский сельсовет","152","0","152","01","Алтайский край"
"0165541100","Сельское поселение Брусенцевский сельсовет","676","0","676","01","Алтайский край"
"0165541900","Сельское поселение Вяткинский сельсовет","680","0","680","01","Алтайский край"
"0165542300","Сельское поселение Елбанский сельсовет","645","0","645","01","Алтайский край"
"0165543400","Сельское поселение Клепиковский сельсовет","368","0","368","01","Алтайский край"
"0165544000","Сельское поселение Коробейниковский сельсовет","1040","0","1040","01","Алтайский край"
"0165544300","Сельское поселение Краснодарский сельсовет","406","0","406","01","Алтайский край"
"0165544600","Сельское поселение Красноярский сельсовет","894","0","894","01","Алтайский край"
"0165545700","Сельское поселение Нижнегусихинский сельсовет","596","0","596","01","Алтайский край"
"0165546000","Сельское поселение Нижнеозернинский сельсовет","606","0","606","01","Алтайский край"
"0165547000","Сельское поселение Троицкий сельсовет","424","0","424","01","Алтайский край"
"0165548000","Сельское поселение Усть-Пристанский сельсовет","4615","0","4615","01","Алтайский край"
"0165549100","Сельское поселение Чеканихинский сельсовет","156","0","156","01","Алтайский край"
"0165600000","Хабарский муниципальный район","14396","0","14396","01","Алтайский край"
"0165641200","Сельское поселение Зятьково-Реченский сельсовет","674","0","674","01","Алтайский край"
"0165642000","Сельское поселение Коротоякский сельсовет","1769","0","1769","01","Алтайский край"
"0165643000","Сельское поселение Мартовский сельсовет","1152","0","1152","01","Алтайский край"
"0165643500","Сельское поселение Мичуринский сельсовет","1130","0","1130","01","Алтайский край"
"0165644600","Сельское поселение Новоильинский сельсовет","1636","0","1636","01","Алтайский край"
"0165646000","Сельское поселение Плёсо-Курьинский сельсовет","590","0","590","01","Алтайский край"
"0162541300","Сельское поселение Георгиевский сельсовет","513","0","513","01","Алтайский край"
"0165648600","Сельское поселение Тополинский сельсовет","391","0","391","01","Алтайский край"
"0164715100","Городское поселение Тальменский поссовет","19098","19098","0","01","Алтайский край"
"0162541900","Сельское поселение Ермошихинский сельсовет","128","0","128","01","Алтайский край"
"0162542100","Сельское поселение Золотухинский сельсовет","728","0","728","01","Алтайский край"
"0162542600","Сельское поселение Кировский сельсовет","1029","0","1029","01","Алтайский край"
"0162543400","Сельское поселение Локтевский сельсовет","1041","0","1041","01","Алтайский край"
"0162544000","Сельское поселение Масальский сельсовет","1660","0","1660","01","Алтайский край"
"0162544900","Сельское поселение Николаевский сельсовет","445","0","445","01","Алтайский край"
"0162545600","Сельское поселение Новенский сельсовет","382","0","382","01","Алтайский край"
"0162545900","Сельское поселение Новомихайловский сельсовет","812","0","812","01","Алтайский край"
"0162546600","Сельское поселение Покровский сельсовет","818","0","818","01","Алтайский край"
"0162547300","Сельское поселение Ремовский сельсовет","817","0","817","01","Алтайский край"
"0162547600","Сельское поселение Самарский сельсовет","562","0","562","01","Алтайский край"
"0162548400","Сельское поселение Успенский сельсовет","955","0","955","01","Алтайский край"
"0162549500","Сельское поселение Устьянский сельсовет","797","0","797","01","Алтайский край"
"0162600000","Мамонтовский муниципальный район","22222","0","22222","01","Алтайский край"
"0162640600","Сельское поселение Буканский сельсовет","1038","0","1038","01","Алтайский край"
"0162641200","Сельское поселение Гришенский сельсовет","832","0","832","01","Алтайский край"
"0162642400","Сельское поселение Кадниковский сельсовет","709","0","709","01","Алтайский край"
"0162642900","Сельское поселение Комсомольский сельсовет","973","0","973","01","Алтайский край"
"0162643400","Сельское поселение Корчинский сельсовет","1366","0","1366","01","Алтайский край"
"0162643700","Сельское поселение Костино-Логовской сельсовет","1204","0","1204","01","Алтайский край"
"0162644200","Сельское поселение Крестьянский сельсовет","1179","0","1179","01","Алтайский край"
"0162644900","Сельское поселение Мамонтовский сельсовет","10263","0","10263","01","Алтайский край"
"0162646000","Сельское поселение Островновский сельсовет","1446","0","1446","01","Алтайский край"
"0162646800","Сельское поселение Покровский сельсовет","959","0","959","01","Алтайский край"
"0162647300","Сельское поселение Сусловский сельсовет","651","0","651","01","Алтайский край"
"0164940300","Сельское поселение Белояровский сельсовет","722","0","722","01","Алтайский край"
"0164940700","Сельское поселение Володарский сельсовет","715","0","715","01","Алтайский край"
"0164940900","Сельское поселение Зиминский сельсовет","426","0","426","01","Алтайский край"
"0164941200","Сельское поселение Кировский сельсовет","1390","0","1390","01","Алтайский край"
"0164942000","Сельское поселение Ключевский сельсовет","480","0","480","01","Алтайский край"
"0164942400","Сельское поселение Красноярский сельсовет","376","0","376","01","Алтайский край"
"0164943600","Сельское поселение Макарьевский сельсовет","694","0","694","01","Алтайский край"
"0164944700","Сельское поселение Парфёновский сельсовет","1854","0","1854","01","Алтайский край"
"0164945000","Сельское поселение Переясловский сельсовет","868","0","868","01","Алтайский край"
"0164945200","Сельское поселение Победимский сельсовет","1492","0","1492","01","Алтайский край"
"0164945400","Сельское поселение Покровский сельсовет","410","0","410","01","Алтайский край"
"0164946000","Сельское поселение Сидоровский сельсовет","540","0","540","01","Алтайский край"
"0164946200","Сельское поселение Топчихинский сельсовет","8994","0","8994","01","Алтайский край"
"0164946900","Сельское поселение Фунтиковский сельсовет","1297","0","1297","01","Алтайский край"
"0164947500","Сельское поселение Хабазинский сельсовет","438","0","438","01","Алтайский край"
"0164948000","Сельское поселение Чаузовский сельсовет","275","0","275","01","Алтайский край"
"0164949100","Сельское поселение Чистюньский сельсовет","1215","0","1215","01","Алтайский край"
"0165000000","Третьяковский муниципальный район","12363","0","12363","01","Алтайский край"
"0165041100","Сельское поселение Екатерининский сельсовет","1354","0","1354","01","Алтайский край"
"0165042200","Сельское поселение Корболихинский сельсовет","1198","0","1198","01","Алтайский край"
"0165043300","Сельское поселение Новоалейский сельсовет","689","0","689","01","Алтайский край"
"0162941200","Сельское поселение Буланихинский сельсовет","2592","0","2592","01","Алтайский край"
"0162942600","Сельское поселение Зональный сельсовет","3809","0","3809","01","Алтайский край"
"0162944200","Сельское поселение Луговский сельсовет","1368","0","1368","01","Алтайский край"
"0162946600","Сельское поселение Новочемровский сельсовет","2105","0","2105","01","Алтайский край"
"0162947000","Сельское поселение Октябрьский сельсовет","1127","0","1127","01","Алтайский край"
"0162947400","Сельское поселение Плешковский сельсовет","1894","0","1894","01","Алтайский край"
"0162948000","Сельское поселение Соколовский сельсовет","4144","0","4144","01","Алтайский край"
"0162949300","Сельское поселение Чемровский сельсовет","1905","0","1905","01","Алтайский край"
"0162949600","Сельское поселение Шубенский сельсовет","1277","0","1277","01","Алтайский край"
"0163000000","Павловский муниципальный район","40297","0","40297","01","Алтайский край"
"0163040100","Сельское поселение Арбузовский сельсовет","1059","0","1059","01","Алтайский край"
"0163040300","Сельское поселение Бурановский сельсовет","824","0","824","01","Алтайский край"
"0163041200","Сельское поселение Елунинский сельсовет","600","0","600","01","Алтайский край"
"0170600000","Городской округ город Заринск","46597","46597","0","01","Алтайский край"
"017060000011000","Заринск","46597","46597","0","01","Алтайский край"
"0171300000","Городской округ город Новоалтайск","73439","73439","0","01","Алтайский край"
